sent_id,item_id,verb,sentence_type,continuation_type,main_sentence,sentence,critical_token,critical_prob,logprob
49,13,blame,IC,exp,Emily blamed the nieces who have repeatedly ruined expensive orchids,"Emily blamed the nieces who have repeatedly ruined expensive orchids, because", because,-5.204659938812256,"[('Emily', -10.468608856201172), (' blamed', -10.838074684143066), (' the', -2.270646572113037), (' nie', -12.570927619934082), ('ces', -0.018983235582709312), (' who', -4.069088459014893), (' have', -4.825014591217041), (' repeatedly', -6.78382682800293), (' ruined', -5.207282066345215), (' expensive', -9.122126579284668), (' orch', -8.600955963134766), ('ids', -0.17108772695064545), (',', -2.3786134719848633), (' because', -5.204659938812256)]"
50,13,wait,nonIC,exp,Emily waited with the nieces who have repeatedly ruined expensive orchids,"Emily waited with the nieces who have repeatedly ruined expensive orchids, because", because,-5.409327507019043,"[('Emily', -10.468608856201172), (' waited', -11.195359230041504), (' with', -4.18483304977417), (' the', -2.2284128665924072), (' nie', -12.045334815979004), ('ces', -0.02078396826982498), (' who', -4.9446845054626465), (' have', -5.431153297424316), (' repeatedly', -9.224437713623047), (' ruined', -6.916177272796631), (' expensive', -9.640204429626465), (' orch', -8.125251770019531), ('ids', -0.23277848958969116), (',', -2.0838494300842285), (' because', -5.409327507019043)]"
51,13,blame,IC,nonexp,Emily blamed the nieces who have repeatedly ruined expensive orchids,"Emily blamed the nieces who have repeatedly ruined expensive orchids, and", and,-1.9315143823623657,"[('Emily', -10.468608856201172), (' blamed', -10.838074684143066), (' the', -2.270646572113037), (' nie', -12.570927619934082), ('ces', -0.018983235582709312), (' who', -4.069088459014893), (' have', -4.825014591217041), (' repeatedly', -6.78382682800293), (' ruined', -5.207282066345215), (' expensive', -9.122126579284668), (' orch', -8.600955963134766), ('ids', -0.17108772695064545), (',', -2.3786134719848633), (' and', -1.9315143823623657)]"
52,13,wait,nonIC,nonexp,Emily waited with the nieces who have repeatedly ruined expensive orchids,"Emily waited with the nieces who have repeatedly ruined expensive orchids, and", and,-1.8598577976226807,"[('Emily', -10.468608856201172), (' waited', -11.195359230041504), (' with', -4.18483304977417), (' the', -2.2284128665924072), (' nie', -12.045334815979004), ('ces', -0.02078396826982498), (' who', -4.9446845054626465), (' have', -5.431153297424316), (' repeatedly', -9.224437713623047), (' ruined', -6.916177272796631), (' expensive', -9.640204429626465), (' orch', -8.125251770019531), ('ids', -0.23277848958969116), (',', -2.0838494300842285), (' and', -1.8598577976226807)]"
53,14,help,IC,exp,Joe helped the boys who are perpetually failing math class,"Joe helped the boys who are perpetually failing math class, because", because,-4.52854061126709,"[('Joe', -9.484020233154297), (' helped', -9.77552604675293), (' the', -3.5486226081848145), (' boys', -4.833238124847412), (' who', -5.7599897384643555), (' are', -3.2885260581970215), (' perpet', -10.356742858886719), ('ually', -0.09088686853647232), (' failing', -6.908505439758301), (' math', -3.583360195159912), (' class', -2.3842101097106934), (',', -2.5349245071411133), (' because', -4.52854061126709)]"
54,14,run,nonIC,exp,Joe ran into the boys who are perpetually failing math class,"Joe ran into the boys who are perpetually failing math class, because", because,-4.443739891052246,"[('Joe', -9.484020233154297), (' ran', -9.48016357421875), (' into', -2.8270821571350098), (' the', -2.239193916320801), (' boys', -6.612762451171875), (' who', -3.9449384212493896), (' are', -3.5663959980010986), (' perpet', -10.593295097351074), ('ually', -0.26153674721717834), (' failing', -7.6729278564453125), (' math', -3.953976631164551), (' class', -2.0260298252105713), (',', -2.1752257347106934), (' because', -4.443739891052246)]"
55,14,help,IC,nonexp,Joe helped the boys who are perpetually failing math class,"Joe helped the boys who are perpetually failing math class, and", and,-1.3795405626296997,"[('Joe', -9.484020233154297), (' helped', -9.77552604675293), (' the', -3.5486226081848145), (' boys', -4.833238124847412), (' who', -5.7599897384643555), (' are', -3.2885260581970215), (' perpet', -10.356742858886719), ('ually', -0.09088686853647232), (' failing', -6.908505439758301), (' math', -3.583360195159912), (' class', -2.3842101097106934), (',', -2.5349245071411133), (' and', -1.3795405626296997)]"
56,14,run,nonIC,nonexp,Joe ran into the boys who are perpetually failing math class,"Joe ran into the boys who are perpetually failing math class, and", and,-0.9266785383224487,"[('Joe', -9.484020233154297), (' ran', -9.48016357421875), (' into', -2.8270821571350098), (' the', -2.239193916320801), (' boys', -6.612762451171875), (' who', -3.9449384212493896), (' are', -3.5663959980010986), (' perpet', -10.593295097351074), ('ually', -0.26153674721717834), (' failing', -7.6729278564453125), (' math', -3.953976631164551), (' class', -2.0260298252105713), (',', -2.1752257347106934), (' and', -0.9266785383224487)]"
57,15,reproach,IC,exp,Jessica reproached the doctors who were adamantly in favor of plastic surgery,"Jessica reproached the doctors who were adamantly in favor of plastic surgery, because", because,-3.3103532791137695,"[('Jessica', -10.505098342895508), (' repro', -16.904396057128906), ('ached', -2.7742018699645996), (' the', -2.775141716003418), (' doctors', -7.189055442810059), (' who', -2.3949227333068848), (' were', -2.214505434036255), (' adam', -12.319942474365234), ('antly', -0.02374742366373539), (' in', -4.205247402191162), (' favor', -0.4811941385269165), (' of', -0.011182375252246857), (' plastic', -7.067966461181641), (' surgery', -0.0498923659324646), (',', -1.7834841012954712), (' because', -3.3103532791137695)]"
58,15,work,nonIC,exp,Jessica worked with the doctors who were adamantly in favor of plastic surgery,"Jessica worked with the doctors who were adamantly in favor of plastic surgery, because", because,-5.162786483764648,"[('Jessica', -10.505098342895508), (' worked', -9.192012786865234), (' with', -1.6098166704177856), (' the', -2.132873296737671), (' doctors', -8.92965316772461), (' who', -4.498711585998535), (' were', -2.6289703845977783), (' adam', -12.959813117980957), ('antly', -0.025718890130519867), (' in', -4.194077968597412), (' favor', -0.6231615543365479), (' of', -0.01673446223139763), (' plastic', -6.77216911315918), (' surgery', -0.03914020583033562), (',', -2.0665388107299805), (' because', -5.162786483764648)]"
59,15,reproach,IC,nonexp,Jessica reproached the doctors who were adamantly in favor of plastic surgery,"Jessica reproached the doctors who were adamantly in favor of plastic surgery, and", and,-1.871977686882019,"[('Jessica', -10.505098342895508), (' repro', -16.904396057128906), ('ached', -2.7742018699645996), (' the', -2.775141716003418), (' doctors', -7.189055442810059), (' who', -2.3949227333068848), (' were', -2.214505434036255), (' adam', -12.319942474365234), ('antly', -0.02374742366373539), (' in', -4.205247402191162), (' favor', -0.4811941385269165), (' of', -0.011182375252246857), (' plastic', -7.067966461181641), (' surgery', -0.0498923659324646), (',', -1.7834841012954712), (' and', -1.871977686882019)]"
60,15,work,nonIC,nonexp,Jessica worked with the doctors who were adamantly in favor of plastic surgery,"Jessica worked with the doctors who were adamantly in favor of plastic surgery, and", and,-1.524856686592102,"[('Jessica', -10.505098342895508), (' worked', -9.192012786865234), (' with', -1.6098166704177856), (' the', -2.132873296737671), (' doctors', -8.92965316772461), (' who', -4.498711585998535), (' were', -2.6289703845977783), (' adam', -12.959813117980957), ('antly', -0.025718890130519867), (' in', -4.194077968597412), (' favor', -0.6231615543365479), (' of', -0.01673446223139763), (' plastic', -6.77216911315918), (' surgery', -0.03914020583033562), (',', -2.0665388107299805), (' and', -1.524856686592102)]"
61,16,pacify,IC,exp,Brian pacified the associates who were nearly bankrupted by the new tax policy,"Brian pacified the associates who were nearly bankrupted by the new tax policy, because", because,-5.417961120605469,"[('Brian', -9.705940246582031), (' pac', -15.168293952941895), ('ified', -6.52390718460083), (' the', -1.8471940755844116), (' associates', -11.63551139831543), (' who', -3.132078170776367), (' were', -1.6101131439208984), (' nearly', -7.7223920822143555), (' bankrupt', -7.783351421356201), ('ed', -1.21058189868927), (' by', -0.5264618992805481), (' the', -1.1773972511291504), (' new', -4.932922840118408), (' tax', -3.8490023612976074), (' policy', -4.998194694519043), (',', -2.023329257965088), (' because', -5.417961120605469)]"
62,16,visit,nonIC,exp,Brian visited the associates who were nearly bankrupted by the new tax policy,"Brian visited the associates who were nearly bankrupted by the new tax policy, because", because,-5.92034387588501,"[('Brian', -9.705940246582031), (' visited', -10.822175025939941), (' the', -1.5322054624557495), (' associates', -14.304519653320312), (' who', -4.303001403808594), (' were', -1.698676347732544), (' nearly', -9.220575332641602), (' bankrupt', -5.324985504150391), ('ed', -0.9458329677581787), (' by', -0.4726836681365967), (' the', -1.2304269075393677), (' new', -5.563565254211426), (' tax', -2.684894323348999), (' policy', -5.7738566398620605), (',', -2.3935279846191406), (' because', -5.92034387588501)]"
63,16,pacify,IC,nonexp,Brian pacified the associates who were nearly bankrupted by the new tax policy,"Brian pacified the associates who were nearly bankrupted by the new tax policy, and", and,-1.242645025253296,"[('Brian', -9.705940246582031), (' pac', -15.168293952941895), ('ified', -6.52390718460083), (' the', -1.8471940755844116), (' associates', -11.63551139831543), (' who', -3.132078170776367), (' were', -1.6101131439208984), (' nearly', -7.7223920822143555), (' bankrupt', -7.783351421356201), ('ed', -1.21058189868927), (' by', -0.5264618992805481), (' the', -1.1773972511291504), (' new', -4.932922840118408), (' tax', -3.8490023612976074), (' policy', -4.998194694519043), (',', -2.023329257965088), (' and', -1.242645025253296)]"
64,16,visit,nonIC,nonexp,Brian visited the associates who were nearly bankrupted by the new tax policy,"Brian visited the associates who were nearly bankrupted by the new tax policy, and", and,-1.0159269571304321,"[('Brian', -9.705940246582031), (' visited', -10.822175025939941), (' the', -1.5322054624557495), (' associates', -14.304519653320312), (' who', -4.303001403808594), (' were', -1.698676347732544), (' nearly', -9.220575332641602), (' bankrupt', -5.324985504150391), ('ed', -0.9458329677581787), (' by', -0.4726836681365967), (' the', -1.2304269075393677), (' new', -5.563565254211426), (' tax', -2.684894323348999), (' policy', -5.7738566398620605), (',', -2.3935279846191406), (' and', -1.0159269571304321)]"
65,17,detest,IC,exp,Melissa detests the children who are generally arrogant and rude,"Melissa detests the children who are generally arrogant and rude, because", because,-4.348345756530762,"[('Mel', -9.084573745727539), ('issa', -1.6974684000015259), (' det', -13.308052062988281), ('ests', -2.3958544731140137), (' the', -1.7407398223876953), (' children', -7.878365516662598), (' who', -2.95269513130188), (' are', -2.1420798301696777), (' generally', -8.4468412399292), (' arrogant', -8.333992004394531), (' and', -0.9065812230110168), (' rude', -2.810006856918335), (',', -1.9801112413406372), (' because', -4.348345756530762)]"
66,17,babysit,nonIC,exp,Melissa babysits the children who are generally arrogant and rude,"Melissa babysits the children who are generally arrogant and rude, because", because,-4.592765808105469,"[('Mel', -9.084573745727539), ('issa', -1.6974684000015259), (' babys', -14.349254608154297), ('its', -0.775672197341919), (' the', -3.4246833324432373), (' children', -2.591871500015259), (' who', -4.980133056640625), (' are', -1.5920684337615967), (' generally', -8.962971687316895), (' arrogant', -12.429304122924805), (' and', -1.1557024717330933), (' rude', -2.904104709625244), (',', -2.089533805847168), (' because', -4.592765808105469)]"
67,17,detest,IC,nonexp,Melissa detests the children who are generally arrogant and rude,"Melissa detests the children who are generally arrogant and rude, and", and,-1.7497719526290894,"[('Mel', -9.084573745727539), ('issa', -1.6974684000015259), (' det', -13.308052062988281), ('ests', -2.3958544731140137), (' the', -1.7407398223876953), (' children', -7.878365516662598), (' who', -2.95269513130188), (' are', -2.1420798301696777), (' generally', -8.4468412399292), (' arrogant', -8.333992004394531), (' and', -0.9065812230110168), (' rude', -2.810006856918335), (',', -1.9801112413406372), (' and', -1.7497719526290894)]"
68,17,babysit,nonIC,nonexp,Melissa babysits the children who are generally arrogant and rude,"Melissa babysits the children who are generally arrogant and rude, and", and,-1.9036617279052734,"[('Mel', -9.084573745727539), ('issa', -1.6974684000015259), (' babys', -14.349254608154297), ('its', -0.775672197341919), (' the', -3.4246833324432373), (' children', -2.591871500015259), (' who', -4.980133056640625), (' are', -1.5920684337615967), (' generally', -8.962971687316895), (' arrogant', -12.429304122924805), (' and', -1.1557024717330933), (' rude', -2.904104709625244), (',', -2.089533805847168), (' and', -1.9036617279052734)]"
69,18,thank,IC,exp,Frank thanked the servants who are lately been helping the poor,"Frank thanked the servants who are lately been helping the poor, because", because,-5.4857611656188965,"[('Frank', -9.279504776000977), (' thanked', -13.882749557495117), (' the', -1.9818607568740845), (' servants', -10.080618858337402), (' who', -2.3372626304626465), (' are', -4.8231520652771), (' lately', -10.334793090820312), (' been', -3.1573526859283447), (' helping', -7.97163200378418), (' the', -3.2510170936584473), (' poor', -3.2430338859558105), (',', -2.6117396354675293), (' because', -5.4857611656188965)]"
70,18,talk,nonIC,exp,Frank talked to the servants who are lately been helping the poor,"Frank talked to the servants who are lately been helping the poor, because", because,-5.454085826873779,"[('Frank', -9.279504776000977), (' talked', -11.005807876586914), (' to', -1.610378384590149), (' the', -2.248237133026123), (' servants', -9.808380126953125), (' who', -3.469583034515381), (' are', -4.077120304107666), (' lately', -10.896842956542969), (' been', -3.2855629920959473), (' helping', -6.563936233520508), (' the', -2.5484180450439453), (' poor', -4.483353614807129), (',', -2.872952938079834), (' because', -5.454085826873779)]"
71,18,thank,IC,nonexp,Frank thanked the servants who are lately been helping the poor,"Frank thanked the servants who are lately been helping the poor, and", and,-1.082476019859314,"[('Frank', -9.279504776000977), (' thanked', -13.882749557495117), (' the', -1.9818607568740845), (' servants', -10.080618858337402), (' who', -2.3372626304626465), (' are', -4.8231520652771), (' lately', -10.334793090820312), (' been', -3.1573526859283447), (' helping', -7.97163200378418), (' the', -3.2510170936584473), (' poor', -3.2430338859558105), (',', -2.6117396354675293), (' and', -1.082476019859314)]"
72,18,talk,nonIC,nonexp,Frank talked to the servants who are lately been helping the poor,"Frank talked to the servants who are lately been helping the poor, and", and,-0.8007389903068542,"[('Frank', -9.279504776000977), (' talked', -11.005807876586914), (' to', -1.610378384590149), (' the', -2.248237133026123), (' servants', -9.808380126953125), (' who', -3.469583034515381), (' are', -4.077120304107666), (' lately', -10.896842956542969), (' been', -3.2855629920959473), (' helping', -6.563936233520508), (' the', -2.5484180450439453), (' poor', -4.483353614807129), (',', -2.872952938079834), (' and', -0.8007389903068542)]"
73,19,congratulate,IC,exp,Tracy congratulated the bodyguards who were constantly fighting off the paparazzi,"Tracy congratulated the bodyguards who were constantly fighting off the paparazzi, because", because,-4.573657512664795,"[('Tr', -7.847567081451416), ('acy', -3.690610885620117), (' congrat', -14.560342788696289), ('ulated', -2.1030924320220947), (' the', -1.788408875465393), (' body', -9.76017951965332), ('guards', -4.866660118103027), (' who', -1.9105302095413208), (' were', -2.2142677307128906), (' constantly', -7.7707743644714355), (' fighting', -5.428798198699951), (' off', -2.708733081817627), (' the', -1.6999961137771606), (' pap', -6.883882522583008), ('ar', -0.003718368476256728), ('azzi', -0.012163393199443817), (',', -2.4186904430389404), (' because', -4.573657512664795)]"
74,19,chat,nonIC,exp,Tracy chatted with the bodyguards who were constantly fighting off the paparazzi,"Tracy chatted with the bodyguards who were constantly fighting off the paparazzi, because", because,-5.790372848510742,"[('Tr', -7.847567081451416), ('acy', -3.690610885620117), (' ch', -10.611467361450195), ('atted', -5.4389848709106445), (' with', -0.4808294475078583), (' the', -2.7259747982025146), (' body', -10.169807434082031), ('guards', -5.030511379241943), (' who', -2.502131462097168), (' were', -1.8949929475784302), (' constantly', -7.2252655029296875), (' fighting', -6.953986167907715), (' off', -3.32867169380188), (' the', -1.5410200357437134), (' pap', -3.997715711593628), ('ar', -0.0035802333150058985), ('azzi', -0.009309808723628521), (',', -2.725285768508911), (' because', -5.790372848510742)]"
75,19,congratulate,IC,nonexp,Tracy congratulated the bodyguards who were constantly fighting off the paparazzi,"Tracy congratulated the bodyguards who were constantly fighting off the paparazzi, and", and,-1.7060712575912476,"[('Tr', -7.847567081451416), ('acy', -3.690610885620117), (' congrat', -14.560342788696289), ('ulated', -2.1030924320220947), (' the', -1.788408875465393), (' body', -9.76017951965332), ('guards', -4.866660118103027), (' who', -1.9105302095413208), (' were', -2.2142677307128906), (' constantly', -7.7707743644714355), (' fighting', -5.428798198699951), (' off', -2.708733081817627), (' the', -1.6999961137771606), (' pap', -6.883882522583008), ('ar', -0.003718368476256728), ('azzi', -0.012163393199443817), (',', -2.4186904430389404), (' and', -1.7060712575912476)]"
76,19,chat,nonIC,nonexp,Tracy chatted with the bodyguards who were constantly fighting off the paparazzi,"Tracy chatted with the bodyguards who were constantly fighting off the paparazzi, and", and,-1.546850323677063,"[('Tr', -7.847567081451416), ('acy', -3.690610885620117), (' ch', -10.611467361450195), ('atted', -5.4389848709106445), (' with', -0.4808294475078583), (' the', -2.7259747982025146), (' body', -10.169807434082031), ('guards', -5.030511379241943), (' who', -2.502131462097168), (' were', -1.8949929475784302), (' constantly', -7.2252655029296875), (' fighting', -6.953986167907715), (' off', -3.32867169380188), (' the', -1.5410200357437134), (' pap', -3.997715711593628), ('ar', -0.0035802333150058985), ('azzi', -0.009309808723628521), (',', -2.725285768508911), (' and', -1.546850323677063)]"
77,20,mock,IC,exp,Kevin mocked the fans who were continually stagediving and getting hurt,"Kevin mocked the fans who were continually stagediving and getting hurt, because", because,-4.264882564544678,"[('Kevin', -9.716629028320312), (' mocked', -16.276395797729492), (' the', -2.385930061340332), (' fans', -7.217307090759277), (' who', -2.1792891025543213), (' were', -2.3684120178222656), (' continually', -9.174731254577637), (' staged', -12.44721794128418), ('iving', -8.031783103942871), (' and', -3.193995475769043), (' getting', -5.646915435791016), (' hurt', -6.856149673461914), (',', -3.053295612335205), (' because', -4.264882564544678)]"
78,20,count,nonIC,exp,Kevin counted the fans who were continually stagediving and getting hurt,"Kevin counted the fans who were continually stagediving and getting hurt, because", because,-5.467688083648682,"[('Kevin', -9.716629028320312), (' counted', -13.41682243347168), (' the', -1.14414381980896), (' fans', -9.505304336547852), (' who', -2.8672776222229004), (' were', -1.9349687099456787), (' continually', -10.852800369262695), (' staged', -11.727636337280273), ('iving', -7.5482659339904785), (' and', -2.989938259124756), (' getting', -6.434885501861572), (' hurt', -6.925394535064697), (',', -2.4608030319213867), (' because', -5.467688083648682)]"
79,20,mock,IC,nonexp,Kevin mocked the fans who were continually stagediving and getting hurt,"Kevin mocked the fans who were continually stagediving and getting hurt, and", and,-1.5525164604187012,"[('Kevin', -9.716629028320312), (' mocked', -16.276395797729492), (' the', -2.385930061340332), (' fans', -7.217307090759277), (' who', -2.1792891025543213), (' were', -2.3684120178222656), (' continually', -9.174731254577637), (' staged', -12.44721794128418), ('iving', -8.031783103942871), (' and', -3.193995475769043), (' getting', -5.646915435791016), (' hurt', -6.856149673461914), (',', -3.053295612335205), (' and', -1.5525164604187012)]"
80,20,count,nonIC,nonexp,Kevin counted the fans who were continually stagediving and getting hurt,"Kevin counted the fans who were continually stagediving and getting hurt, and", and,-1.5639252662658691,"[('Kevin', -9.716629028320312), (' counted', -13.41682243347168), (' the', -1.14414381980896), (' fans', -9.505304336547852), (' who', -2.8672776222229004), (' were', -1.9349687099456787), (' continually', -10.852800369262695), (' staged', -11.727636337280273), ('iving', -7.5482659339904785), (' and', -2.989938259124756), (' getting', -6.434885501861572), (' hurt', -6.925394535064697), (',', -2.4608030319213867), (' and', -1.5639252662658691)]"
81,21,scold,IC,exp,Alice scolded the coordinator who was constantly making mistakes,"Alice scolded the coordinator who was constantly making mistakes, because", because,-3.87603759765625,"[('Alice', -10.613445281982422), (' sc', -11.351346969604492), ('old', -5.709515571594238), ('ed', -0.02793273515999317), (' the', -2.685891628265381), (' coordinator', -12.796502113342285), (' who', -3.678762912750244), (' was', -1.689202070236206), (' constantly', -5.5478105545043945), (' making', -4.059835433959961), (' mistakes', -2.6629080772399902), (',', -2.2379283905029297), (' because', -3.87603759765625)]"
82,21,joke,nonIC,exp,Alice joked with the coordinator who was constantly making mistakes,"Alice joked with the coordinator who was constantly making mistakes, because", because,-4.490994930267334,"[('Alice', -10.613445281982422), (' joked', -14.599781036376953), (' with', -2.31040358543396), (' the', -2.0100526809692383), (' coordinator', -11.334967613220215), (' who', -4.508731842041016), (' was', -1.4378492832183838), (' constantly', -6.8939056396484375), (' making', -4.411276340484619), (' mistakes', -5.871099472045898), (',', -2.149164915084839), (' because', -4.490994930267334)]"
83,21,scold,IC,nonexp,Alice scolded the coordinator who was constantly making mistakes,"Alice scolded the coordinator who was constantly making mistakes, and", and,-1.3469868898391724,"[('Alice', -10.613445281982422), (' sc', -11.351346969604492), ('old', -5.709515571594238), ('ed', -0.02793273515999317), (' the', -2.685891628265381), (' coordinator', -12.796502113342285), (' who', -3.678762912750244), (' was', -1.689202070236206), (' constantly', -5.5478105545043945), (' making', -4.059835433959961), (' mistakes', -2.6629080772399902), (',', -2.2379283905029297), (' and', -1.3469868898391724)]"
84,21,joke,nonIC,nonexp,Alice joked with the coordinator who was constantly making mistakes,"Alice joked with the coordinator who was constantly making mistakes, and", and,-1.550357460975647,"[('Alice', -10.613445281982422), (' joked', -14.599781036376953), (' with', -2.31040358543396), (' the', -2.0100526809692383), (' coordinator', -11.334967613220215), (' who', -4.508731842041016), (' was', -1.4378492832183838), (' constantly', -6.8939056396484375), (' making', -4.411276340484619), (' mistakes', -5.871099472045898), (',', -2.149164915084839), (' and', -1.550357460975647)]"
85,22,stare,IC,exp,Charles stared at the patron who was behaving in a strange way,"Charles stared at the patron who was behaving in a strange way, because", because,-6.942009925842285,"[('Charles', -9.345504760742188), (' stared', -12.902749061584473), (' at', -0.5855926275253296), (' the', -0.5125191807746887), (' patron', -12.449867248535156), (' who', -3.1097376346588135), (' was', -1.584100604057312), (' behaving', -8.501827239990234), (' in', -2.0104150772094727), (' a', -1.0669859647750854), (' strange', -3.092960834503174), (' way', -0.9237601161003113), (',', -2.058213710784912), (' because', -6.942009925842285)]"
86,22,study,nonIC,exp,Charles studied with the patron who was behaving in a strange way,"Charles studied with the patron who was behaving in a strange way, because", because,-5.890812397003174,"[('Charles', -9.345504760742188), (' studied', -11.811674118041992), (' with', -4.8374857902526855), (' the', -2.0340380668640137), (' patron', -10.552151679992676), (' who', -7.036195755004883), (' was', -2.4106805324554443), (' behaving', -12.79677677154541), (' in', -2.2278547286987305), (' a', -0.9570090174674988), (' strange', -3.626654624938965), (' way', -0.7132735848426819), (',', -1.8292901515960693), (' because', -5.890812397003174)]"
87,22,stare,IC,nonexp,Charles stared at the patron who was behaving in a strange way,"Charles stared at the patron who was behaving in a strange way, and", and,-2.029466390609741,"[('Charles', -9.345504760742188), (' stared', -12.902749061584473), (' at', -0.5855926275253296), (' the', -0.5125191807746887), (' patron', -12.449867248535156), (' who', -3.1097376346588135), (' was', -1.584100604057312), (' behaving', -8.501827239990234), (' in', -2.0104150772094727), (' a', -1.0669859647750854), (' strange', -3.092960834503174), (' way', -0.9237601161003113), (',', -2.058213710784912), (' and', -2.029466390609741)]"
88,22,study,nonIC,nonexp,Charles studied with the patron who was behaving in a strange way,"Charles studied with the patron who was behaving in a strange way, and", and,-1.2592130899429321,"[('Charles', -9.345504760742188), (' studied', -11.811674118041992), (' with', -4.8374857902526855), (' the', -2.0340380668640137), (' patron', -10.552151679992676), (' who', -7.036195755004883), (' was', -2.4106805324554443), (' behaving', -12.79677677154541), (' in', -2.2278547286987305), (' a', -0.9570090174674988), (' strange', -3.626654624938965), (' way', -0.7132735848426819), (',', -1.8292901515960693), (' and', -1.2592130899429321)]"
89,23,assist,IC,exp,Ben assisted the coach who was overwhelmed with work,"Ben assisted the coach who was overwhelmed with work, because", because,-5.059169769287109,"[('Ben', -8.9766845703125), (' assisted', -13.362874984741211), (' the', -1.946427822113037), (' coach', -8.730569839477539), (' who', -5.084209442138672), (' was', -0.9842850565910339), (' overwhelmed', -8.19482135772705), (' with', -0.9870749115943909), (' work', -3.2789645195007324), (',', -2.3800106048583984), (' because', -5.059169769287109)]"
90,23,stand,nonIC,exp,Ben stood next to the coach who was overwhelmed with work,"Ben stood next to the coach who was overwhelmed with work, because", because,-5.0245747566223145,"[('Ben', -8.9766845703125), (' stood', -10.88892936706543), (' next', -4.158445835113525), (' to', -0.007170182187110186), (' the', -1.1301721334457397), (' coach', -7.838500022888184), (' who', -5.079478740692139), (' was', -1.1237975358963013), (' overwhelmed', -10.6114501953125), (' with', -1.1039955615997314), (' work', -6.61522102355957), (',', -2.2710793018341064), (' because', -5.0245747566223145)]"
91,23,assist,IC,nonexp,Ben assisted the coach who was overwhelmed with work,"Ben assisted the coach who was overwhelmed with work, and", and,-1.740938425064087,"[('Ben', -8.9766845703125), (' assisted', -13.362874984741211), (' the', -1.946427822113037), (' coach', -8.730569839477539), (' who', -5.084209442138672), (' was', -0.9842850565910339), (' overwhelmed', -8.19482135772705), (' with', -0.9870749115943909), (' work', -3.2789645195007324), (',', -2.3800106048583984), (' and', -1.740938425064087)]"
92,23,stand,nonIC,nonexp,Ben stood next to the coach who was overwhelmed with work,"Ben stood next to the coach who was overwhelmed with work, and", and,-2.0503602027893066,"[('Ben', -8.9766845703125), (' stood', -10.88892936706543), (' next', -4.158445835113525), (' to', -0.007170182187110186), (' the', -1.1301721334457397), (' coach', -7.838500022888184), (' who', -5.079478740692139), (' was', -1.1237975358963013), (' overwhelmed', -10.6114501953125), (' with', -1.1039955615997314), (' work', -6.61522102355957), (',', -2.2710793018341064), (' and', -2.0503602027893066)]"
93,24,trust,IC,exp,Bob trusted the physician who was caring and considerate,"Bob trusted the physician who was caring and considerate, because", because,-5.677377700805664,"[('Bob', -9.640697479248047), (' trusted', -16.519094467163086), (' the', -2.0917611122131348), (' physician', -8.194477081298828), (' who', -2.727069854736328), (' was', -2.4043805599212646), (' caring', -4.109279155731201), (' and', -5.981194972991943), (' consider', -5.27426815032959), ('ate', -0.004148568492382765), (',', -2.0576863288879395), (' because', -5.677377700805664)]"
94,24,live,nonIC,exp,Bob lived next to the physician who was caring and considerate,"Bob lived next to the physician who was caring and considerate, because", because,-7.133053779602051,"[('Bob', -9.640697479248047), (' lived', -11.390010833740234), (' next', -3.8765172958374023), (' to', -1.538191795349121), (' the', -1.6049954891204834), (' physician', -11.218366622924805), (' who', -1.8152892589569092), (' was', -1.9474642276763916), (' caring', -4.826205253601074), (' and', -7.122774124145508), (' consider', -4.921976089477539), ('ate', -0.0041772969998419285), (',', -2.54879093170166), (' because', -7.133053779602051)]"
95,24,trust,IC,nonexp,Bob trusted the physician who was caring and considerate,"Bob trusted the physician who was caring and considerate, and", and,-1.1987378597259521,"[('Bob', -9.640697479248047), (' trusted', -16.519094467163086), (' the', -2.0917611122131348), (' physician', -8.194477081298828), (' who', -2.727069854736328), (' was', -2.4043805599212646), (' caring', -4.109279155731201), (' and', -5.981194972991943), (' consider', -5.27426815032959), ('ate', -0.004148568492382765), (',', -2.0576863288879395), (' and', -1.1987378597259521)]"
96,24,live,nonIC,nonexp,Bob lived next to the physician who was caring and considerate,"Bob lived next to the physician who was caring and considerate, and", and,-1.5707483291625977,"[('Bob', -9.640697479248047), (' lived', -11.390010833740234), (' next', -3.8765172958374023), (' to', -1.538191795349121), (' the', -1.6049954891204834), (' physician', -11.218366622924805), (' who', -1.8152892589569092), (' was', -1.9474642276763916), (' caring', -4.826205253601074), (' and', -7.122774124145508), (' consider', -4.921976089477539), ('ate', -0.0041772969998419285), (',', -2.54879093170166), (' and', -1.5707483291625977)]"
97,25,correct,IC,exp,Rachel corrected the trainee who was misinterpreting her intention,"Rachel corrected the trainee who was misinterpreting her intention, because", because,-5.181545257568359,"[('Rachel', -10.505834579467773), (' corrected', -13.736075401306152), (' the', -2.082645893096924), (' train', -8.937313079833984), ('ee', -2.590014696121216), (' who', -3.681811809539795), (' was', -1.9926292896270752), (' mis', -5.101027011871338), ('interpre', -2.213934898376465), ('ting', -0.0005240259342826903), (' her', -2.2099504470825195), (' intention', -6.4085187911987305), (',', -2.667415142059326), (' because', -5.181545257568359)]"
